CO,Benzene,NO2,Temperature,Humidity(%),Datetime
4.4,23.7,110,11.2,56.9,2004-03-24 09:00:00
5.3,-200.0,167,-200.0,-200.0,2004-12-14 20:00:00
-200.0,0.4,-200,6.9,49.3,2004-12-31 05:00:00
7.3,35.4,215,13.6,71.0,2004-11-23 17:00:00
2.3,11.6,101,21.3,24.2,2004-03-22 16:00:00
0.9,3.7,53,27.2,45.9,2004-07-24 21:00:00
-200.0,7.3,76,23.1,49.7,2004-07-21 06:00:00
0.4,3.8,188,5.0,51.4,2005-01-25 11:00:00
-200.0,14.6,-200,28.5,37.3,2004-05-10 15:00:00
9.2,48.2,119,20.9,67.5,2004-02-11 20:00:00
1.4,9.1,68,16.0,47.4,2004-05-15 07:00:00
-200.0,6.4,-200,22.8,49.4,2004-08-22 01:00:00
1.3,4.6,-200,5.9,62.1,2005-01-21 03:00:00
4.2,14.6,229,11.5,35.9,2005-10-03 21:00:00
2.5,6.2,194,8.6,38.1,2005-06-03 19:00:00
0.9,3.3,74,8.9,79.2,2004-01-12 06:00:00
-200.0,4.5,-200,11.6,46.8,2004-12-29 14:00:00
4.2,14.2,211,5.8,64.3,2005-12-02 00:00:00
1.3,6.0,100,13.4,36.3,2004-08-11 13:00:00
1.0,5.0,75,14.9,58.9,2004-09-27 02:00:00
-200.0,0.8,-200,4.5,39.7,2005-01-27 03:00:00
1.8,6.5,156,6.6,61.3,2005-04-03 23:00:00
1.4,6.0,14,19.3,34.8,2004-09-25 12:00:00
5.8,27.9,-200,6.2,76.8,2005-02-25 09:00:00
3.5,19.1,107,15.1,76.8,2004-05-05 07:00:00
0.1,3.3,104,11.3,71.8,2005-01-18 22:00:00
1.6,9.0,89,22.8,41.8,2004-09-17 12:00:00
4.1,20.1,150,4.8,74.6,2005-10-03 08:00:00
2.8,6.3,102,16.3,59.4,2005-03-22 23:00:00
2.3,20.1,224,7.3,50.6,2004-11-22 12:00:00
1.5,5.8,90,18.0,27.1,2004-03-29 16:00:00
1.6,9.4,93,23.6,39.2,2004-07-17 01:00:00
-200.0,24.6,-200,25.4,55.1,2004-10-20 14:00:00
1.1,6.3,60,25.0,49.2,2004-07-22 06:00:00
3.2,19.0,110,21.7,49.6,2004-06-23 08:00:00
0.6,3.8,43,20.3,59.6,2004-04-07 05:00:00
0.6,2.2,-200,7.3,78.1,2004-10-11 02:00:00
2.5,7.8,191,7.4,46.9,2005-02-17 21:00:00
1.4,5.6,146,11.5,33.1,2005-02-18 13:00:00
1.6,14.4,216,7.3,76.7,2005-01-22 01:00:00
1.1,6.8,103,18.5,48.7,2004-05-29 01:00:00
4.9,26.4,131,13.4,74.4,2004-06-12 09:00:00
1.5,6.5,64,23.1,70.8,2004-01-11 14:00:00
3.8,14.3,183,15.3,61.0,2005-03-21 21:00:00
-200.0,13.5,-200,37.6,19.6,2004-03-09 15:00:00
3.9,17.5,270,6.7,74.2,2005-02-24 18:00:00
3.1,21.1,101,25.2,49.5,2004-08-10 19:00:00
2.7,14.3,149,33.4,20.3,2004-10-09 17:00:00
-200.0,26.5,-200,19.4,61.1,2004-10-19 12:00:00
-200.0,11.7,-200,32.0,27.3,2004-11-09 18:00:00
2.8,13.0,93,14.8,39.5,2004-04-25 22:00:00
1.6,6.7,90,8.5,66.3,2004-03-26 07:00:00
0.5,1.8,63,15.0,64.8,2005-03-23 05:00:00
1.3,5.5,138,12.3,19.3,2005-02-15 13:00:00
3.0,11.9,126,12.5,72.6,2004-01-12 19:00:00
2.2,11.0,128,10.2,61.5,2005-07-01 11:00:00
0.8,-200.0,55,-200.0,-200.0,2004-06-20 07:00:00
0.6,6.2,130,15.0,48.6,2005-12-03 10:00:00
1.1,-200.0,110,-200.0,-200.0,2005-01-28 22:00:00
1.0,2.7,52,17.4,33.9,2004-04-25 12:00:00
1.9,11.3,103,27.3,36.8,2004-05-07 22:00:00
2.8,14.2,156,16.8,36.7,2004-11-25 16:00:00
3.6,16.7,181,7.2,50.6,2005-01-17 20:00:00
4.2,22.0,100,16.1,54.8,2004-04-28 08:00:00
3.0,15.5,131,12.8,55.8,2004-03-23 11:00:00
1.7,10.6,131,36.2,18.1,2004-07-15 14:00:00
1.2,6.8,73,24.6,31.7,2004-02-05 14:00:00
4.2,25.2,161,11.7,54.3,2005-03-16 09:00:00
2.6,15.9,92,29.6,42.3,2004-09-10 15:00:00
1.2,5.3,72,25.5,38.3,2004-06-14 12:00:00
-200.0,6.9,90,31.1,26.2,2004-07-27 12:00:00
1.5,5.5,91,12.6,57.0,2004-03-31 21:00:00
1.6,4.5,154,7.1,39.6,2005-07-02 21:00:00
1.0,6.1,69,21.4,46.6,2004-05-23 21:00:00
2.1,10.2,113,15.0,36.5,2004-12-03 12:00:00
0.5,1.6,51,14.9,46.8,2004-07-11 08:00:00
2.1,10.1,-200,32.5,21.2,2004-07-09 12:00:00
1.4,7.3,205,1.3,67.2,2005-05-02 07:00:00
5.0,-200.0,190,-200.0,-200.0,2005-03-01 19:00:00
1.7,10.7,107,35.6,29.2,2004-02-08 12:00:00
1.6,6.7,142,3.4,60.9,2005-01-18 00:00:00
0.8,2.6,68,10.3,58.0,2004-12-04 22:00:00
2.2,14.1,107,32.4,25.7,2004-06-16 14:00:00
3.2,15.5,121,28.3,39.8,2004-06-29 09:00:00
4.9,29.0,149,27.4,45.5,2004-02-07 08:00:00
0.7,3.6,60,23.6,38.1,2004-06-06 15:00:00
1.0,3.6,-200,6.7,75.0,2005-01-14 03:00:00
1.5,7.6,87,25.3,47.6,2004-02-07 02:00:00
0.7,2.6,78,12.3,68.0,2005-11-01 05:00:00
-200.0,1.3,34,10.1,60.5,2004-11-03 04:00:00
0.7,2.1,36,14.5,63.0,2004-03-21 06:00:00
1.6,8.6,109,21.1,70.1,2004-09-16 00:00:00
2.0,13.0,129,35.0,17.3,2004-09-09 13:00:00
0.1,3.5,-200,3.7,56.3,2004-11-22 03:00:00
1.8,10.4,74,24.1,63.5,2004-06-08 23:00:00
2.9,12.7,155,17.3,47.8,2005-03-20 19:00:00
2.4,13.4,105,26.7,17.1,2004-05-17 17:00:00
1.9,10.9,125,19.7,49.3,2004-09-29 22:00:00
1.7,6.3,127,14.0,61.4,2005-09-01 00:00:00
2.7,11.2,113,17.3,53.9,2004-08-12 13:00:00
0.9,3.1,121,8.6,32.8,2005-05-02 17:00:00
-200.0,5.0,-200,19.7,44.4,2004-04-17 15:00:00
-200.0,6.4,-200,15.3,60.8,2004-04-04 23:00:00
1.7,9.2,123,23.7,29.6,2004-09-27 11:00:00
1.3,6.3,94,22.1,42.8,2004-09-17 23:00:00
2.8,13.0,147,14.4,28.2,2004-11-12 10:00:00
4.3,22.5,184,33.7,22.6,2004-07-07 20:00:00
1.1,2.4,102,3.6,45.8,2005-01-29 12:00:00
0.8,2.0,70,12.7,65.6,2004-05-12 05:00:00
1.0,2.6,96,10.7,34.4,2005-01-16 11:00:00
3.1,13.4,158,13.2,20.4,2005-02-02 17:00:00
3.4,15.0,115,16.1,46.4,2005-03-24 09:00:00
2.6,9.3,100,14.4,82.7,2004-03-12 01:00:00
1.9,8.6,127,12.9,63.2,2004-12-27 10:00:00
3.1,15.0,148,13.4,64.5,2005-05-01 19:00:00
2.1,13.4,152,39.3,22.2,2004-06-30 14:00:00
3.5,13.8,231,17.0,55.9,2004-11-19 11:00:00
0.9,4.2,54,22.1,30.5,2004-09-26 14:00:00
1.0,5.1,76,32.0,28.2,2004-08-13 18:00:00
-200.0,20.2,97,20.0,57.4,2004-03-06 08:00:00
2.2,5.1,127,8.8,63.8,2004-11-18 01:00:00
0.3,6.1,65,17.3,78.6,2004-01-06 06:00:00
1.3,7.4,80,20.2,31.2,2004-05-17 23:00:00
4.2,16.7,136,15.1,73.2,2004-11-27 11:00:00
0.4,0.7,-200,16.9,53.9,2004-03-22 03:00:00
1.2,4.0,78,27.6,47.5,2004-07-25 18:00:00
0.7,-200.0,61,-200.0,-200.0,2004-12-15 04:00:00
1.6,8.1,72,21.2,67.7,2004-10-10 20:00:00
1.1,-200.0,118,-200.0,-200.0,2005-04-01 07:00:00
2.5,15.5,135,30.4,24.7,2004-05-19 16:00:00
0.1,3.3,88,10.6,66.1,2005-12-03 08:00:00
2.2,13.2,150,37.5,14.3,2004-07-16 14:00:00
4.3,23.2,-200,37.0,23.6,2004-03-09 18:00:00
1.6,7.2,84,15.1,42.7,2004-04-13 12:00:00
0.8,4.7,57,14.0,68.3,2004-12-05 05:00:00
1.9,8.1,119,9.1,70.9,2005-05-01 02:00:00
3.7,21.1,134,23.5,56.2,2004-01-10 12:00:00
1.1,5.2,53,36.6,28.2,2004-07-24 16:00:00
2.1,7.5,89,18.0,38.4,2004-10-04 11:00:00
-200.0,6.9,-200,29.5,39.0,2004-08-29 10:00:00
1.0,4.4,90,19.4,32.4,2005-02-13 16:00:00
1.4,5.7,78,8.7,84.2,2004-11-29 06:00:00
2.3,12.3,124,26.9,30.5,2004-07-16 22:00:00
3.4,20.6,101,18.0,75.7,2004-10-27 07:00:00
1.5,4.4,-200,4.9,62.6,2005-05-03 03:00:00
1.6,5.3,98,14.5,63.0,2004-11-19 07:00:00
3.5,-200.0,164,-200.0,-200.0,2004-12-17 13:00:00
1.9,-200.0,88,-200.0,-200.0,2004-08-26 18:00:00
1.7,7.3,95,17.1,77.9,2004-10-29 22:00:00
1.6,7.0,-200,27.1,26.9,2004-05-09 21:00:00
3.2,13.7,156,15.1,37.4,2004-12-12 13:00:00
1.7,10.6,79,34.7,35.9,2004-10-08 19:00:00
-200.0,6.5,-200,20.0,40.4,2004-08-05 15:00:00
1.4,7.7,65,34.2,31.5,2004-09-08 13:00:00
2.2,15.2,115,31.0,22.9,2004-05-19 13:00:00
2.3,6.4,210,7.4,43.8,2005-02-19 12:00:00
2.4,10.3,169,22.2,28.1,2005-03-18 12:00:00
1.2,8.4,149,9.5,35.9,2004-11-20 20:00:00
1.4,9.8,39,31.8,38.9,2004-09-08 10:00:00
-200.0,5.8,-200,30.4,34.1,2004-08-22 10:00:00
1.9,-200.0,187,-200.0,-200.0,2005-08-02 21:00:00
-200.0,4.6,-200,19.9,65.5,2004-09-14 04:00:00
1.7,5.6,120,9.5,69.5,2005-05-01 01:00:00
2.1,10.8,165,14.1,17.0,2005-08-03 14:00:00
0.7,-200.0,53,-200.0,-200.0,2004-08-27 05:00:00
3.6,23.4,100,20.2,54.5,2004-06-17 07:00:00
3.1,18.5,135,20.2,72.3,2004-10-29 17:00:00
1.4,12.6,123,28.9,26.0,2004-05-31 11:00:00
1.7,10.2,104,33.7,33.4,2004-06-08 14:00:00
3.4,18.6,162,30.7,32.2,2004-09-06 20:00:00
3.7,15.3,143,12.8,62.5,2005-11-01 10:00:00
3.7,21.0,94,23.7,49.1,2004-03-11 10:00:00
2.4,14.3,110,27.8,29.9,2004-06-07 23:00:00
2.3,7.6,86,10.8,77.5,2004-11-28 01:00:00
-200.0,5.9,78,25.2,27.7,2004-07-27 23:00:00
1.3,13.8,121,30.5,26.2,2004-05-31 14:00:00
2.6,15.8,140,34.0,20.8,2004-06-15 15:00:00
0.7,2.6,69,12.3,62.7,2005-06-01 07:00:00
2.0,9.3,138,28.8,33.0,2004-07-16 10:00:00
2.0,8.8,147,16.8,58.2,2005-03-30 21:00:00
0.6,3.8,89,22.3,33.6,2004-09-09 02:00:00
4.3,-200.0,135,-200.0,-200.0,2004-09-04 13:00:00
2.7,10.6,155,4.5,76.6,2005-01-15 10:00:00
0.5,2.3,42,20.2,46.7,2004-09-18 05:00:00
2.7,16.0,150,32.4,20.4,2004-05-20 15:00:00
1.7,14.8,133,13.7,67.0,2005-10-01 12:00:00
1.5,8.4,105,17.4,42.8,2004-09-27 22:00:00
2.4,11.1,98,18.2,49.6,2004-05-13 13:00:00
2.3,7.1,145,9.7,62.5,2004-11-17 23:00:00
2.2,8.1,102,11.6,81.0,2004-02-12 00:00:00
3.8,18.7,114,9.8,80.5,2004-11-24 08:00:00
0.5,3.0,34,25.7,52.5,2004-08-15 01:00:00
2.9,18.7,88,22.3,60.6,2004-10-22 09:00:00
0.4,2.1,45,21.6,42.2,2004-07-16 04:00:00
4.2,-200.0,144,-200.0,-200.0,2004-12-17 02:00:00
2.2,14.7,47,24.5,61.3,2004-10-08 07:00:00
4.9,20.7,322,5.1,50.8,2005-03-02 10:00:00
2.4,10.5,102,14.6,53.1,2004-03-20 09:00:00
1.0,-200.0,79,-200.0,-200.0,2004-09-04 04:00:00
6.3,34.3,158,23.1,35.3,2004-11-05 19:00:00
2.2,7.9,147,12.5,32.3,2005-01-01 15:00:00
1.6,7.3,93,12.6,50.8,2004-04-13 10:00:00
1.2,6.5,67,16.9,66.5,2004-01-05 07:00:00
4.0,20.3,152,21.2,64.4,2004-10-30 11:00:00
4.7,26.7,177,27.1,42.2,2004-09-13 20:00:00
4.3,-200.0,173,-200.0,-200.0,2004-12-16 23:00:00
1.0,-200.0,66,-200.0,-200.0,2004-06-20 08:00:00
-200.0,8.5,-200,11.0,75.0,2004-08-05 08:00:00
1.1,2.5,115,10.0,35.5,2005-02-27 14:00:00
0.8,1.5,93,0.0,29.7,2005-02-03 01:00:00
-200.0,5.0,69,21.9,72.8,2004-06-08 02:00:00
-200.0,6.4,-200,25.8,39.5,2004-08-18 00:00:00
-200.0,2.6,96,2.0,60.8,2005-03-02 04:00:00
1.0,3.2,117,4.6,53.5,2005-09-03 02:00:00
4.7,23.3,124,11.5,60.0,2004-03-18 08:00:00
1.0,5.2,53,27.1,48.2,2004-08-14 22:00:00
3.9,-200.0,177,-200.0,-200.0,2005-03-01 18:00:00
2.0,8.0,97,13.4,65.2,2004-07-05 21:00:00
5.6,27.5,166,13.1,62.9,2005-12-01 20:00:00
0.4,0.4,49,2.8,43.8,2005-01-30 07:00:00
1.2,7.7,101,26.9,27.1,2004-11-07 19:00:00
-200.0,11.8,-200,29.9,39.6,2004-08-30 11:00:00
1.3,6.1,92,13.1,65.6,2004-06-05 06:00:00
0.4,6.7,104,12.3,73.3,2005-10-01 07:00:00
1.4,4.8,91,9.7,61.6,2004-03-26 01:00:00
0.6,1.3,69,6.4,42.7,2005-08-02 05:00:00
4.6,20.9,158,16.0,50.7,2004-03-19 17:00:00
-200.0,10.0,-200,22.1,39.3,2004-04-04 18:00:00
-200.0,6.3,-200,20.1,65.9,2004-02-10 06:00:00
2.0,10.1,141,12.2,65.6,2005-03-19 08:00:00
2.8,10.8,112,19.0,51.7,2004-01-05 20:00:00
1.0,5.8,53,25.4,45.5,2004-06-13 01:00:00
2.6,10.9,185,7.8,63.4,2005-05-03 20:00:00
1.7,8.4,106,19.9,34.1,2005-02-13 15:00:00
2.0,8.7,100,12.0,61.1,2004-03-23 16:00:00
0.4,1.4,44,11.0,40.5,2005-02-04 05:00:00
3.9,19.1,130,11.0,64.2,2004-04-13 07:00:00
-200.0,11.2,-200,27.3,36.8,2004-08-18 08:00:00
-200.0,12.0,-200,28.7,38.2,2004-02-09 21:00:00
-200.0,4.2,-200,36.1,20.7,2004-08-17 18:00:00
-200.0,5.1,-200,24.0,55.6,2004-08-31 00:00:00
1.7,8.5,94,22.3,24.1,2004-05-17 10:00:00
2.2,9.4,89,4.3,85.4,2004-11-25 04:00:00
-200.0,9.0,-200,28.1,45.4,2004-05-08 09:00:00
4.0,14.7,131,20.7,42.8,2004-01-05 19:00:00
1.4,5.4,81,10.6,78.8,2004-11-24 04:00:00
0.3,5.0,116,5.6,48.0,2004-11-22 00:00:00
1.4,5.2,76,11.1,68.2,2004-11-28 11:00:00
1.7,8.2,72,11.0,71.0,2004-10-04 07:00:00
1.1,4.0,55,16.0,34.1,2004-07-11 17:00:00
1.8,7.3,81,18.9,49.6,2004-03-21 11:00:00
0.5,2.4,-200,22.4,59.9,2004-09-23 03:00:00
0.5,0.8,49,7.1,40.5,2005-08-02 02:00:00
0.9,4.5,55,12.5,63.2,2004-09-26 05:00:00
1.1,2.5,96,3.1,48.1,2005-01-29 13:00:00
-200.0,2.8,-200,9.8,45.2,2004-12-30 01:00:00
-200.0,2.2,-200,29.3,33.1,2004-08-21 14:00:00
-200.0,7.0,-200,33.0,21.3,2004-11-09 14:00:00
1.7,7.2,141,2.0,65.3,2005-09-03 07:00:00
1.7,6.0,116,14.4,79.0,2005-03-27 22:00:00
-200.0,14.9,-200,27.4,39.8,2004-04-10 15:00:00
1.9,12.4,97,25.7,28.4,2004-11-05 16:00:00
-200.0,4.8,-200,21.0,66.9,2004-08-29 04:00:00
1.5,9.0,93,24.7,38.7,2004-05-07 00:00:00
1.7,-200.0,87,-200.0,-200.0,2004-12-15 02:00:00
1.3,5.7,88,15.5,57.1,2004-12-05 23:00:00
1.2,5.1,121,2.8,74.1,2005-03-03 06:00:00
4.3,16.0,202,15.9,42.2,2005-03-16 10:00:00
-200.0,6.9,-200,17.4,47.6,2004-10-13 11:00:00
-200.0,1.9,-200,4.1,73.1,2004-09-11 05:00:00
2.1,9.7,84,21.4,61.7,2004-10-24 10:00:00
1.4,3.5,156,6.8,46.9,2005-06-03 22:00:00
0.6,4.5,42,19.1,76.0,2004-09-16 04:00:00
3.3,17.7,103,25.2,53.3,2004-10-21 12:00:00
1.3,7.0,102,16.0,38.1,2004-05-17 06:00:00
-200.0,6.6,-200,22.1,55.3,2004-12-09 08:00:00
-200.0,4.7,34,29.6,33.4,2004-02-06 13:00:00
2.7,14.0,121,26.1,27.3,2004-02-04 15:00:00
4.0,25.2,151,22.9,47.9,2004-07-15 08:00:00
0.6,4.0,26,23.5,63.6,2004-01-08 04:00:00
1.5,4.9,130,8.2,46.9,2005-02-20 04:00:00
-200.0,1.1,-200,15.5,56.9,2004-05-04 03:00:00
-200.0,26.2,-200,24.7,55.1,2004-08-31 08:00:00
1.9,8.5,154,13.5,63.8,2005-03-19 23:00:00
1.7,8.6,73,21.8,33.9,2004-01-04 13:00:00
2.8,12.4,110,16.0,42.4,2004-03-23 14:00:00
-200.0,8.1,-200,27.0,29.6,2004-04-06 14:00:00
2.9,17.6,63,20.9,66.3,2004-09-10 07:00:00
0.7,3.0,71,10.9,62.1,2004-03-18 06:00:00
-200.0,3.2,-200,23.5,52.6,2004-09-14 02:00:00
4.8,14.6,149,5.7,61.3,2004-12-24 08:00:00
0.9,5.6,150,0.8,69.9,2005-05-02 06:00:00
1.2,5.2,55,17.6,70.8,2004-04-11 02:00:00
1.4,6.6,136,4.1,69.0,2005-12-02 05:00:00
2.0,6.4,-200,6.6,58.1,2004-12-12 03:00:00
1.6,6.2,168,12.2,21.4,2005-07-02 13:00:00
8.6,43.0,272,9.2,39.3,2005-01-17 18:00:00
5.1,26.6,121,18.8,52.4,2004-12-05 09:00:00
5.9,28.2,136,20.3,66.7,2004-10-28 18:00:00
0.7,4.3,-200,20.2,73.8,2004-09-16 03:00:00
1.3,4.4,149,1.0,67.7,2005-05-02 05:00:00
-200.0,12.1,141,34.8,26.0,2004-07-30 11:00:00
2.3,-200.0,93,-200.0,-200.0,2004-01-04 16:00:00
2.8,16.6,158,28.3,24.9,2004-09-07 19:00:00
0.8,4.6,66,22.8,43.9,2004-06-23 01:00:00
1.4,4.8,167,9.7,26.8,2005-07-03 16:00:00
3.0,17.1,154,31.4,25.3,2004-06-22 13:00:00
2.7,14.3,93,19.1,64.4,2004-05-11 21:00:00
4.5,22.6,163,21.9,35.2,2004-11-05 10:00:00
1.8,11.7,99,28.6,36.8,2004-06-28 22:00:00
3.5,14.9,185,18.2,52.6,2005-03-30 20:00:00
-200.0,4.0,42,19.6,66.9,2004-10-23 04:00:00
1.2,3.9,130,7.0,41.5,2005-01-16 22:00:00
4.3,16.5,188,12.5,63.6,2005-08-01 18:00:00
-200.0,2.9,-200,5.6,67.9,2004-09-11 02:00:00
-200.0,-200.0,-200,-200.0,-200.0,2004-08-09 04:00:00
-200.0,14.6,-200,26.3,46.0,2004-06-10 14:00:00
-200.0,27.1,-200,29.4,20.5,2004-04-22 17:00:00
-200.0,3.1,-200,30.4,30.8,2004-08-21 11:00:00
2.7,18.1,103,25.0,50.8,2004-09-23 09:00:00
2.9,14.7,117,12.1,67.3,2005-03-30 08:00:00
1.2,5.0,58,31.9,30.3,2004-06-24 12:00:00
-200.0,10.0,-200,28.6,35.7,2004-08-17 22:00:00
1.9,6.9,108,13.1,80.4,2004-04-12 19:00:00
0.5,0.7,40,10.7,41.8,2004-11-16 05:00:00
1.5,5.7,106,10.6,56.1,2004-03-25 22:00:00
1.6,9.2,127,26.0,33.4,2004-10-09 22:00:00
0.9,3.8,124,4.5,51.8,2004-12-22 07:00:00
5.8,25.7,188,8.3,75.0,2005-01-14 20:00:00
-200.0,5.5,-200,25.4,52.7,2004-04-08 22:00:00
2.0,8.4,81,21.1,68.6,2004-10-10 18:00:00
1.4,5.5,96,15.4,58.9,2004-08-12 16:00:00
0.3,2.8,110,17.2,46.2,2005-03-13 14:00:00
4.4,20.0,142,22.6,59.5,2004-09-30 20:00:00
3.3,16.0,124,17.8,46.1,2004-05-22 01:00:00
2.0,8.5,-200,8.1,72.1,2005-05-01 03:00:00
1.7,-200.0,91,-200.0,-200.0,2004-08-26 20:00:00
1.5,8.7,108,22.7,43.9,2004-11-07 23:00:00
0.4,0.8,35,6.9,48.1,2005-02-18 05:00:00
0.8,4.2,-200,16.8,72.9,2004-04-11 03:00:00
-200.0,2.2,52,16.3,51.4,2004-05-19 04:00:00
4.6,20.4,220,17.3,53.6,2004-11-18 18:00:00
2.5,11.0,116,16.1,34.5,2004-12-03 13:00:00
4.2,18.3,159,15.3,46.8,2004-03-13 21:00:00
0.9,3.2,66,13.3,63.6,2004-06-12 01:00:00
1.0,3.9,74,11.9,67.4,2004-03-15 05:00:00
2.7,13.7,112,19.0,38.2,2004-05-29 23:00:00
2.6,19.3,155,14.4,63.8,2005-10-01 14:00:00
0.5,2.8,55,20.4,63.0,2004-09-24 05:00:00
3.6,18.8,141,13.8,56.3,2005-11-01 14:00:00
0.7,5.4,157,4.2,50.1,2005-01-25 09:00:00
-200.0,17.1,-200,27.4,43.9,2004-06-10 15:00:00
-200.0,21.4,-200,10.2,62.9,2004-04-15 07:00:00
1.3,6.3,88,16.2,54.2,2004-03-04 01:00:00
3.3,11.2,188,14.1,67.9,2005-02-13 11:00:00
3.2,15.6,153,13.4,59.9,2005-11-01 11:00:00
0.5,4.1,58,20.8,40.2,2004-12-06 04:00:00
1.9,9.4,104,22.2,53.9,2004-06-16 00:00:00
8.3,29.8,188,16.2,62.6,2004-11-19 19:00:00
-200.0,8.9,-200,13.8,59.8,2004-09-05 22:00:00
2.8,4.5,117,9.9,43.5,2005-02-26 13:00:00
3.1,-200.0,209,-200.0,-200.0,2005-09-02 18:00:00
8.0,41.0,136,20.0,68.6,2004-10-25 19:00:00
1.0,6.7,-200,23.2,53.7,2004-06-27 03:00:00
-200.0,4.0,71,12.3,65.4,2004-03-15 04:00:00
1.4,4.6,87,16.5,59.2,2004-11-29 21:00:00
4.5,22.6,174,7.2,62.2,2005-01-21 08:00:00
1.7,-200.0,83,-200.0,-200.0,2004-08-26 10:00:00
-200.0,3.0,66,13.0,70.3,2005-10-01 06:00:00
1.3,3.9,106,3.3,68.2,2005-02-01 09:00:00
-200.0,10.9,-200,20.6,64.0,2004-02-10 00:00:00
1.0,5.4,100,14.1,75.5,2005-03-25 07:00:00
2.9,19.2,90,28.4,39.8,2004-08-10 17:00:00
-200.0,9.5,92,28.8,48.9,2004-03-08 21:00:00
-200.0,6.0,121,5.0,76.5,2005-01-24 01:00:00
0.7,1.1,79,3.7,55.8,2005-01-17 04:00:00
3.6,15.5,165,6.9,40.3,2004-12-21 19:00:00
1.8,6.8,143,8.9,45.5,2005-02-17 14:00:00
7.5,39.3,209,23.0,33.6,2004-09-28 19:00:00
2.0,10.0,119,33.3,28.2,2004-08-17 10:00:00
3.4,16.5,149,30.9,30.4,2004-01-07 20:00:00
1.8,7.3,81,14.1,64.9,2004-06-05 23:00:00
-200.0,3.0,-200,9.9,61.3,2004-12-29 10:00:00
0.9,3.9,65,15.4,58.8,2004-06-05 22:00:00
5.5,-200.0,236,-200.0,-200.0,2004-12-16 16:00:00
-200.0,1.8,84,9.4,73.1,2005-12-03 07:00:00
2.2,12.1,117,28.5,37.3,2004-09-22 14:00:00
0.6,0.9,-200,11.2,41.3,2004-11-16 03:00:00
1.0,4.5,47,25.1,56.6,2004-08-08 08:00:00
2.7,13.1,129,19.8,46.8,2004-04-28 21:00:00
2.8,15.7,118,32.8,23.3,2004-06-15 12:00:00
0.4,2.0,47,14.2,49.9,2004-05-16 06:00:00
1.4,8.0,95,33.1,32.7,2004-01-08 19:00:00
2.2,8.9,187,7.5,24.3,2005-02-03 11:00:00
2.3,10.0,115,16.7,57.3,2004-11-29 18:00:00
3.4,14.2,113,12.1,54.9,2004-03-24 10:00:00
3.4,17.9,125,20.9,44.6,2004-12-05 11:00:00
3.3,14.8,168,12.6,57.7,2005-07-01 15:00:00
-200.0,14.4,-200,28.3,25.0,2004-05-28 12:00:00
2.1,10.5,110,35.6,29.8,2004-06-08 13:00:00
1.8,11.0,124,24.2,35.9,2004-11-07 21:00:00
-200.0,-200.0,62,-200.0,-200.0,2004-06-20 04:00:00
2.1,14.1,101,27.2,30.7,2004-12-06 10:00:00
0.3,1.8,32,22.8,48.1,2004-06-18 04:00:00
1.1,3.1,118,10.6,82.1,2004-12-26 10:00:00
3.5,14.4,136,10.8,65.7,2004-03-24 20:00:00
-200.0,0.8,41,13.7,48.8,2005-01-04 04:00:00
-200.0,3.0,-200,9.5,70.1,2004-12-28 03:00:00
4.1,17.0,140,39.6,18.8,2004-07-21 18:00:00
5.8,32.8,166,24.0,55.0,2004-10-26 16:00:00
0.5,1.0,46,6.9,45.0,2005-02-17 05:00:00
1.6,8.0,-200,29.7,25.4,2004-04-09 22:00:00
3.2,12.5,148,7.4,44.6,2004-12-19 13:00:00
3.0,22.2,100,16.3,27.5,2004-05-25 08:00:00
2.7,13.7,102,17.8,61.0,2004-04-29 22:00:00
-200.0,26.0,-200,28.3,47.6,2004-04-08 08:00:00
0.5,3.2,55,21.8,47.3,2004-06-23 02:00:00
1.3,6.3,71,35.3,28.5,2004-08-25 15:00:00
1.4,8.3,76,28.3,27.8,2004-05-22 14:00:00
1.2,3.1,67,12.2,66.8,2004-04-25 00:00:00
1.3,5.2,91,16.1,52.0,2004-12-05 22:00:00
1.1,4.3,-200,31.6,18.0,2004-05-09 18:00:00
2.0,7.4,114,14.5,56.5,2004-09-12 09:00:00
-200.0,20.3,-200,25.0,24.4,2004-05-26 20:00:00
2.3,11.9,185,11.8,23.0,2005-02-14 18:00:00
1.5,4.6,149,7.4,59.3,2005-02-20 20:00:00
4.6,17.2,187,6.0,55.6,2004-12-24 00:00:00
1.5,5.9,132,13.5,28.3,2005-05-03 15:00:00
1.4,6.3,53,29.1,42.1,2004-08-25 19:00:00
0.5,1.5,39,15.0,59.2,2004-06-04 02:00:00
-200.0,7.6,67,27.6,38.2,2004-07-21 01:00:00
2.4,-200.0,119,-200.0,-200.0,2004-09-04 10:00:00
-200.0,2.8,-200,18.6,67.4,2004-08-22 06:00:00
1.6,5.5,137,13.5,41.3,2005-02-01 15:00:00
2.5,13.7,107,23.3,43.4,2004-06-16 22:00:00
0.7,3.7,39,22.2,65.6,2004-10-10 05:00:00
1.7,4.7,113,15.9,54.9,2004-11-13 21:00:00
5.1,23.3,240,7.2,25.6,2005-02-03 19:00:00
1.6,7.9,73,18.8,59.1,2004-06-11 23:00:00
1.1,4.4,-200,12.6,63.5,2004-03-15 03:00:00
3.0,18.0,118,18.8,49.3,2004-07-12 13:00:00
1.0,7.5,69,19.9,51.8,2004-06-15 06:00:00
0.7,1.9,79,11.8,67.1,2005-03-19 06:00:00
